,intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,interlinear_spacing,weight,peak_number,modular_ratio/interlinear_spacing,label
5070.0,-0.351118,0.022808,0.171611,1.15197,0.261718,1.26996,0.408929,0.06572,1.342524,1.022397,X
5071.0,-0.091897,0.2976,0.079145,0.196496,0.261718,0.024215,0.144676,0.585082,0.219991,0.064761,F
5072.0,9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-1.138481,-1.063338,1.890827,-3.116426,-0.356891,I
5073.0,0.944986,0.132725,0.136047,0.564936,0.17234,0.480988,0.597681,0.17367,-0.091823,0.221586,A
5074.0,-0.017834,-2.426761,0.278304,0.506662,0.17234,-3.131673,0.748682,-0.705072,-0.621908,-2.987972,F
5075.0,0.09326,0.344707,0.14316,-0.026574,0.261718,-0.806282,0.446679,-0.308492,-0.715453,-0.832888,G
5076.0,0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.349509,0.257927,-0.099272,0.095265,-0.334963,F
5077.0,0.105604,0.10132,0.246296,0.08708,0.261718,0.190314,0.484429,0.459853,0.219991,0.01167,A
5078.0,0.179667,-0.43256,0.150273,-1.883217,-1.078955,-1.844403,-6.121893,-2.547652,-1.869167,-3.78384,A
5079.0,-0.116585,-0.581733,0.569929,1.083313,0.082961,2.017408,-0.232828,-0.320744,-0.777816,2.130106,D
5080.0,-3.498799,0.454623,0.128935,-5.440122,-0.006417,-0.183409,0.635431,0.043082,-0.060642,-0.389609,A
5081.0,-3.498799,0.195534,0.221401,-0.256595,-4.922215,0.647088,0.597681,0.225975,-1.806804,0.356182,A
5082.0,-0.116585,-0.338346,0.584154,1.143884,0.797987,-1.22153,-4.272123,0.93555,0.656532,-1.640184,Y
5083.0,0.624046,0.007106,0.114709,-0.350674,0.887365,-1.512204,-0.987837,0.008659,1.747883,-0.776675,I
5084.0,-0.22768,0.250492,0.207175,-0.481276,0.261718,0.231839,0.257927,-0.436828,-0.060642,0.200285,E
5085.0,0.15498,-0.330495,0.299642,-0.333637,0.082961,0.356414,0.144676,-0.76788,0.064084,0.363065,F
5086.0,0.241386,0.109171,-0.127126,0.380626,0.17234,-0.141884,0.333428,0.56392,0.656532,-0.19082,A
5087.0,-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.096956,0.031425,-1.370884,-1.151994,-0.897238,X
5088.0,-0.017834,-0.440412,0.267634,1.39515,0.261718,1.311485,0.031425,-1.094991,-1.526171,1.311828,A
5089.0,-0.141273,-1.201976,0.612605,-0.518872,0.17234,-0.515608,-0.006326,0.14909,0.500624,-0.362376,D
5090.0,0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.557133,0.295677,0.536718,0.282354,-0.537043,F
5091.0,0.204355,-0.354049,0.32098,0.410166,-0.989576,0.14879,0.408929,0.461931,-0.029461,0.026787,A
5092.0,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.771662,0.371178,-1.23352,-1.245538,0.603191,A
5093.0,0.043885,0.69801,0.022242,0.912997,0.261718,0.397939,0.031425,0.981972,0.064084,0.46938,F
5094.0,0.377169,0.109171,0.317424,-1.658297,-0.900198,-0.640182,0.673182,-1.254217,-0.216549,-0.794191,H
5095.0,0.809204,-0.16562,0.025799,0.712127,0.887365,0.439463,-1.403091,-0.883771,0.718895,1.503553,I
5096.0,-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.889332,0.031425,1.334187,0.687713,-0.705562,E
5097.0,0.019197,-0.087108,0.292529,0.240776,0.17234,1.311485,0.257927,-0.601587,-0.278912,1.157269,A
5098.0,-0.597995,-0.071406,0.352988,0.220844,0.261718,1.394535,0.069175,-0.565397,0.500624,1.366715,E
5099.0,0.006853,0.077766,0.342319,-0.12859,0.261718,0.06574,0.408929,-0.034405,-0.154186,-0.05145,F
5100.0,0.105604,-0.09496,0.324537,0.557118,0.17234,0.190314,0.597681,-0.143927,0.375899,-0.038166,A
5101.0,0.15498,-0.385453,0.381439,0.314237,0.261718,-0.557133,-0.232828,0.885419,0.282354,-0.253386,F
5102.0,-0.06721,-0.275537,0.253409,0.371526,-1.078955,0.397939,0.069175,0.049548,-0.403638,0.446679,A
5103.0,0.63639,-0.063555,0.132491,-0.631719,0.976743,-0.557133,-1.440842,-1.053675,0.500624,0.495129,I
5104.0,0.438888,0.289748,0.14316,-0.282494,0.261718,-0.349509,0.786433,-0.407919,0.095265,-0.597187,A
5105.0,0.241386,-0.322644,0.28186,0.274612,0.261718,-0.349509,0.597681,0.623972,0.064084,-0.506821,F
5106.0,0.15498,-0.040001,0.363657,1.200934,0.261718,0.190314,0.220177,1.149644,0.219991,0.174511,A
5107.0,-0.091897,-0.29909,0.562816,1.131322,0.440474,1.43606,-1.138838,0.777489,1.093072,2.273791,Y
5108.0,-0.202992,-0.479668,-3.210528,-0.88764,0.261718,-1.22153,-0.044076,0.531593,0.62535,-0.977598,D
5109.0,0.031541,-0.09496,-0.031104,0.803253,0.261718,-0.972381,0.55993,-3.107941,-3.428241,-1.036644,A
5110.0,-0.116585,-0.652394,0.505913,-1.24874,0.261718,-0.598658,-0.270579,-0.614789,0.344717,-0.279919,E
5111.0,0.907954,-0.330495,0.132491,1.039033,0.887365,-0.681707,-1.28984,0.949548,0.937165,0.251603,I
5112.0,0.229043,0.124874,0.182281,0.686496,0.261718,-0.10036,0.371178,0.771218,-0.216549,-0.174039,A
5113.0,0.068573,0.533135,0.488131,0.255665,-0.632064,-1.013906,1.163937,0.324722,-3.646511,-1.322266,A
5114.0,0.303106,0.022808,0.146717,-1.815842,0.261718,-0.141884,0.371178,-1.088894,-0.372457,-0.207529,A
5115.0,-0.240024,-0.424709,0.089814,1.094532,0.261718,1.975883,1.352689,-0.93928,-0.403638,1.132134,A
5116.0,0.080916,-0.244132,0.45968,0.426726,0.261718,0.397939,-0.044076,0.283677,0.18881,0.523604,A
5117.0,0.019197,-0.118513,0.345875,-1.086511,0.261718,-0.917015,0.446679,0.016269,0.126447,-0.938033,F
5118.0,-0.215336,-0.142067,0.096927,-0.184417,0.261718,0.730137,0.861934,-1.53906,-0.808997,0.27546,E
5119.0,0.130292,0.007106,0.239183,0.766194,0.261718,-0.183409,-0.081827,0.583879,-0.123005,0.003726,A
5120.0,0.056229,0.054213,0.392108,-0.02896,0.261718,-0.681707,0.446679,0.744425,0.62535,-0.730251,H
5121.0,0.266074,0.164129,0.118265,0.320234,0.261718,-0.474083,0.52218,-2.054461,-1.151994,-0.580526,A
5122.0,0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.764757,0.220177,0.472415,0.656532,-0.689432,A
5123.0,-0.240024,-0.534626,0.075589,-0.617039,0.17234,1.809783,0.371178,-1.622585,-0.684271,1.585491,E
5124.0,0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.480988,0.144676,1.621807,0.937165,0.477493,A
5125.0,0.698109,-0.306942,-0.03466,0.062642,0.976743,1.311485,-0.459331,-0.937319,0.500624,1.670552,I
5126.0,0.068573,0.069915,-0.002652,-1.149827,-1.257711,0.937762,0.446679,0.592751,-0.996086,0.693569,F
5127.0,-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.183409,0.748682,0.22184,-0.154186,-0.43355,F
5128.0,-0.104241,-0.314793,0.665951,-0.06411,0.17234,-0.432558,0.257927,0.180504,0.126447,-0.418518,C
5129.0,0.043885,-0.079257,0.061363,0.565085,0.261718,0.896237,0.031425,-0.043802,-0.403638,0.932417,A
5130.0,-0.264711,-0.275537,0.384996,1.343918,0.261718,1.43606,0.182426,-0.010039,0.157628,1.31759,A
5131.0,0.130292,-0.126364,0.271191,0.816262,0.261718,0.480988,0.069175,0.434691,0.064084,0.524821,A
5132.0,0.377169,0.022808,0.139604,1.070691,0.976743,-1.30458,-1.365341,1.960684,2.215605,-0.342847,I
5133.0,0.105604,-0.126364,0.388552,-0.425061,0.261718,-0.723232,0.597681,-0.451778,0.126447,-0.836999,F
5134.0,-0.573307,0.376111,0.057807,0.047395,0.261718,0.314889,0.295677,-0.082536,0.594169,0.26261,G
5135.0,0.216699,0.321153,0.128935,0.491087,0.261718,0.314889,0.673182,0.239449,-0.216549,0.032766,A
5136.0,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.107265,0.333428,1.134694,1.654339,0.022508,X
5137.0,0.019197,-0.605286,0.502357,0.181368,0.17234,1.519109,0.52218,-0.999855,-0.43482,1.166793,A
5138.0,-0.042522,-0.173471,0.644613,0.089437,-0.989576,-0.10036,-0.836835,-0.019358,0.968347,0.620225,Y
5139.0,-0.351118,0.022808,0.171611,1.15197,0.261718,-0.515608,0.106925,1.658483,2.465057,-0.400832,X
5140.0,0.031541,-0.040001,0.175168,-0.107256,0.261718,2.681805,0.748682,-1.438682,-0.746634,2.026794,F
5141.0,-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.681707,0.182426,0.99199,0.469443,-0.616366,E
5142.0,0.907954,1.467426,0.37077,-1.242027,0.708609,-1.38763,-1.138838,-0.05914,1.436069,-0.561407,I
5143.0,0.031541,-0.09496,-0.031104,0.803253,0.261718,1.103861,1.239438,0.332255,0.064084,0.39518,A
5144.0,-0.264711,-0.275537,0.107596,0.827362,0.261718,0.564038,0.182426,0.614012,0.40708,0.528799,A
5145.0,-0.277055,0.030659,0.441898,0.131866,0.17234,-0.598658,0.182426,0.233722,0.656532,-0.515079,D
5146.0,0.117948,0.242641,0.082701,-0.424583,-0.900198,0.896237,-0.081827,-1.659183,-0.590727,0.999853,G
5147.0,0.019197,-0.605286,0.502357,0.181368,0.17234,0.564038,0.144676,-0.31121,0.032902,0.556478,A
5148.0,-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.429155,0.144676,0.889924,0.157628,-1.25172,C
5149.0,-0.22768,-0.110662,0.196506,1.060099,0.261718,-0.474083,-0.157328,0.855792,1.903791,-0.218089,X
5150.0,0.056229,0.124874,0.136047,0.14974,0.17234,0.854712,-0.157328,-0.722778,-0.341275,1.015296,A
5151.0,0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.480988,-0.270579,-0.171342,-0.029461,0.745092,A
5152.0,-0.091897,-0.29909,0.562816,1.131322,0.440474,-0.474083,-1.554093,1.803341,1.311343,0.749179,Y
5153.0,0.105604,0.203385,-0.023991,0.995678,0.261718,-0.474083,-2.913108,1.090834,0.594169,-1.953979,A
5154.0,0.229043,-0.369751,0.484575,0.250174,0.261718,-0.10036,0.597681,0.77514,0.219991,-0.292348,A
5155.0,0.512951,-0.008597,-0.045329,-1.738144,-1.525845,0.190314,0.182426,1.073885,0.126447,0.190122,A
5156.0,1.772024,0.014957,0.335206,-0.08619,-2.687761,0.605563,0.371178,-1.011136,-0.310094,0.458289,A
5157.0,-0.153617,-0.354049,0.37077,-0.513262,0.261718,-0.307984,0.106925,-0.150023,-0.060642,-0.211133,F
5158.0,0.117948,-0.220579,0.367214,0.914608,0.261718,-0.141884,0.182426,1.395462,0.874802,-0.11339,A
5159.0,0.068573,-0.016448,0.274747,-0.03633,0.261718,0.522513,-0.006326,-0.536157,0.313536,0.617404,H
5160.0,-0.437525,-0.471816,0.463236,-0.545248,0.261718,3.969075,0.069175,-1.596258,-2.461615,3.70529,E
5161.0,0.019197,-0.087108,0.384996,0.794958,0.261718,0.480988,0.220177,0.379201,0.095265,0.431442,A
5162.0,-0.017834,-0.22843,0.37077,1.293671,0.17234,0.896237,0.182426,0.416867,1.373706,0.868284,X
5163.0,-3.498799,-0.110662,7.419561,2.021451,-4.922215,-0.889332,-1.101088,1.737698,1.24898,-0.077851,I
5164.0,0.167323,0.117022,0.047137,-0.174809,0.261718,-0.307984,0.484429,1.030453,0.251173,-0.408548,A
5165.0,-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-3.173198,-5.933141,-1.192476,-2.087438,-4.821991,A
5166.0,0.130292,-0.157769,0.577041,-0.670986,0.17234,0.024215,0.371178,-0.092632,0.531806,-0.043976,C
5167.0,-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.557133,0.144676,1.022842,0.219991,-0.463953,F
5168.0,0.031541,-0.09496,-0.031104,0.803253,0.261718,0.273364,0.031425,0.835153,0.18881,0.361775,A
5169.0,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.30458,-1.214339,0.513537,1.872609,-0.426739,I
5170.0,-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.474083,-2.082599,1.304326,1.779065,1.033921,Y
5171.0,0.599358,0.752968,0.008017,-1.737905,-0.095795,-1.38763,-0.157328,-1.946124,-1.245538,-1.077439,F
5172.0,0.204355,0.360409,0.139604,0.299019,-0.095795,-0.058835,0.106925,0.736872,0.500624,0.002375,A
5173.0,0.019197,-0.424709,0.33165,0.137655,-0.006417,0.910078,0.144676,-0.525906,0.251173,0.870189,A
5174.0,0.031541,0.36826,-0.027547,0.237135,0.17234,-0.847807,0.182426,0.170777,0.157628,-0.740618,A
5175.0,-0.277055,-1.963541,0.616162,0.437826,0.17234,1.602159,0.106925,-0.576153,-0.466001,1.541141,D
5176.0,0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.557133,0.182426,0.37161,0.469443,-0.488244,A
5177.0,-0.215336,0.10132,0.235627,-0.280585,0.261718,-0.557133,-0.119577,-0.06976,0.126447,-0.320582,E
5178.0,-0.128929,0.211237,0.075589,0.526356,0.261718,0.937762,-0.270579,-0.055199,0.095265,1.162381,A
5179.0,0.57467,-0.134216,0.160942,1.252465,0.976743,-1.055431,-1.214339,-0.246771,0.032902,-0.189048,I
5180.0,-0.16596,-0.134216,0.256965,0.387041,0.261718,0.522513,0.144676,0.140916,-0.029461,0.515032,F
5181.0,0.648733,0.242641,-0.045329,-0.444157,0.261718,1.145386,0.446679,-0.698703,-0.372457,0.897734,A
5182.0,-0.32643,0.093469,-3.210528,0.668414,-0.095795,1.145386,-0.006326,0.839425,2.246787,1.200619,X
5183.0,0.031541,0.36826,-0.027547,0.237135,0.17234,-0.224934,0.786433,0.439661,0.126447,-0.489691,A
5184.0,0.080916,-0.118513,0.445454,-0.188027,0.261718,1.519109,0.371178,0.939297,0.313536,1.273469,A
5185.0,1.130144,-0.087108,-0.002652,-0.479635,0.082961,0.14879,-3.10186,-1.68819,-1.120812,-1.524238,A
5186.0,0.229043,-1.044953,0.349432,0.84243,0.261718,2.183507,0.748682,-0.009709,-0.060642,1.617425,A
5187.0,0.031541,0.446772,0.072032,0.600056,0.261718,-0.183409,0.295677,0.486841,0.032902,-0.211145,F
5188.0,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.723232,0.408929,1.290561,0.62535,-0.747936,G
5189.0,0.229043,-0.354049,0.182281,0.210878,0.261718,0.06574,0.710932,-0.595937,-0.746634,-0.19504,A
5190.0,-0.363462,-0.008597,0.256965,-0.22634,0.261718,-1.096956,-0.38383,-1.349352,-2.025075,-0.685334,E
5191.0,0.352481,-0.259834,0.463236,-1.127687,-1.078955,-0.349509,0.031425,-0.683287,-1.089631,-0.214617,F
5192.0,0.352481,0.211237,0.306755,-0.946242,0.17234,-0.557133,-0.308329,0.723262,0.032902,-0.220066,A
5193.0,0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.474083,0.182426,0.108978,-0.216549,-0.40123,F
5194.0,0.25373,0.219088,0.14316,0.720541,0.261718,-0.598658,0.220177,0.318917,-0.65309,-0.54154,A
5195.0,-0.128929,-0.322644,0.288973,0.764881,0.261718,0.14879,0.408929,0.079292,0.18881,0.045931,F
5196.0,-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.474083,-1.063338,1.089747,1.498432,0.334736,Y
5197.0,0.364825,0.289748,0.235627,-0.32379,0.17234,-0.723232,-0.006326,-0.743922,-0.87136,-0.539213,A
5198.0,-0.277055,-1.963541,0.616162,0.437826,0.17234,0.730137,0.257927,0.124044,-0.185368,0.632353,D
5199.0,-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-1.096956,0.220177,0.325265,-2.648704,-0.988918,A
5200.0,-0.00549,0.054213,0.32098,0.804804,0.17234,0.480988,0.069175,0.387201,1.498432,0.537587,X
5201.0,0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.013906,-1.705095,0.889885,1.529613,0.177115,I
5202.0,-0.128929,0.289748,0.235627,1.057473,0.17234,0.024215,0.635431,0.847462,0.874802,-0.178958,E
5203.0,0.15498,-0.275537,0.417003,0.813815,0.261718,0.439463,1.352689,-0.132628,0.438262,-0.21229,A
5204.0,0.401857,-0.267686,0.299642,-0.808002,0.261718,-1.055431,-0.006326,-0.073838,-0.060642,-0.845377,F
5205.0,0.352481,0.211237,0.306755,-0.946242,0.17234,-0.224934,0.182426,0.445602,0.126447,-0.187095,A
5206.0,3.722352,0.336855,0.175168,-2.701227,0.261718,0.979286,0.144676,1.506324,-0.154186,0.932055,F
5207.0,-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.979286,0.106925,-0.109931,-0.65309,0.949342,A
5208.0,0.352481,-0.448263,0.196506,-0.528002,0.976743,-1.180006,-1.101088,0.280183,1.498432,-0.37835,I
5209.0,0.290762,0.156278,0.136047,1.401386,0.082961,0.605563,0.257927,1.46229,0.500624,0.516358,A
5210.0,-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.764757,0.220177,-0.020697,1.280161,-0.651374,E
5211.0,-0.153617,-0.087108,0.299642,0.689629,0.261718,0.06574,-0.006326,0.890817,0.40708,0.203214,F
5212.0,-0.00549,-0.204876,0.32098,-0.694588,0.261718,0.14879,0.182426,-0.048248,-0.154186,0.151136,F
5213.0,0.105604,-0.149918,0.438342,0.934659,0.261718,0.480988,0.52218,0.776577,0.40708,0.275846,A
5214.0,-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.681707,0.144676,0.967449,0.874802,-0.561093,E
5215.0,-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.141884,0.220177,0.574307,0.18881,-0.169157,G
5216.0,-0.042522,0.2976,0.079145,1.500568,0.351096,0.522513,0.371178,1.301744,0.095265,0.385355,F
5217.0,-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.605563,-0.081827,1.338828,0.968347,0.71235,E
5218.0,0.117948,-0.16562,0.562816,0.567204,0.61923,0.024215,0.069175,-0.408695,0.095265,0.180345,Y
5219.0,0.080916,0.10132,0.10404,0.14049,0.261718,-0.391033,0.635431,-0.229646,-0.621908,-0.549532,A
5220.0,-0.054866,-0.330495,-3.210528,-0.267456,0.261718,0.397939,0.106925,0.507129,-0.278912,0.421388,F
5221.0,-0.314087,-0.157769,0.043581,1.051505,0.17234,0.522513,0.597681,0.426866,0.375899,0.25874,E
5222.0,0.809204,-0.09496,0.118265,0.987502,0.976743,-0.640182,-1.214339,-0.605664,0.594169,0.251905,I
5223.0,0.09326,0.10132,0.313868,0.756586,0.351096,-0.141884,0.446679,0.467891,0.251173,-0.250722,A
5224.0,0.043885,-0.173471,0.285416,-0.775121,0.17234,-0.889332,-0.006326,-1.61379,-1.370264,-0.725983,F
5225.0,0.698109,-0.306942,-0.03466,0.062642,0.976743,-1.678304,-1.176589,0.138256,1.934972,-0.829416,I
5226.0,0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.553729,-1.516343,-0.748348,1.155435,-0.513162,I
5227.0,-0.00549,0.305451,0.018686,-0.04009,0.261718,0.06574,-0.081827,-0.419684,-0.840179,0.231773,A
5228.0,0.192011,0.226939,0.118265,-0.472443,0.17234,-0.889332,0.371178,0.481851,-0.029461,-0.878336,F
5229.0,0.377169,0.014957,0.381439,0.292753,0.261718,1.768258,1.050686,-1.591676,-2.243345,1.060443,H
5230.0,0.290762,0.077766,0.118265,0.275805,0.261718,-0.183409,0.446679,0.253487,-0.060642,-0.287442,F
5231.0,-0.252367,0.069915,0.246296,0.52355,0.261718,-1.180006,0.031425,1.47326,0.937165,-0.978683,E
5232.0,-0.16596,0.007106,-2.172058,-0.165858,0.261718,-0.391033,0.446679,1.695605,0.812439,-0.471271,E
5233.0,0.142636,0.203385,-0.006209,-0.834827,0.261718,1.477585,0.257927,-0.355147,-0.466001,1.305704,A
5234.0,-0.141273,-0.024299,0.562816,-1.881367,0.082961,0.107265,0.408929,-0.5839,0.344717,0.011622,C
5235.0,-0.030178,0.391814,0.217845,-0.07333,0.261718,0.605563,0.106925,-0.32515,-0.154186,0.621117,G
5236.0,0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.515608,-1.440842,-0.606247,1.061891,0.526364,I
5237.0,0.019197,-0.283388,0.214288,0.857677,0.261718,0.771662,0.031425,-0.18435,0.001721,0.811962,A
5238.0,-0.042522,0.187683,0.224957,0.290963,0.261718,-0.307984,0.220177,0.848394,0.594169,-0.273361,A
5239.0,0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.595254,-1.440842,-1.987478,-0.403638,-0.596487,I
5240.0,-0.289399,-0.424709,0.107596,0.666147,0.17234,0.314889,0.106925,0.504178,0.687713,0.345899,E
5241.0,0.179667,0.321153,0.242739,0.045844,0.17234,-0.141884,0.333428,0.455737,0.157628,-0.186564,A
5242.0,0.204355,0.360409,0.139604,0.299019,-0.095795,-0.01731,0.597681,0.267796,0.126447,-0.221223,A
5243.0,0.056229,0.486028,0.10404,-0.053338,0.261718,0.024215,0.899684,-1.204611,-0.497183,-0.337194,G
5244.0,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.183409,0.144676,-0.96417,-0.559546,-0.125686,F
5245.0,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.723232,-1.403091,-0.068168,1.186617,0.312855,I
5246.0,0.426544,7.293004,0.19295,-1.533156,-0.989576,-0.847807,0.295677,0.307656,0.251173,-0.794372,A
5247.0,0.192011,0.509582,0.079145,1.072093,0.261718,0.647088,0.597681,0.41479,0.219991,0.381027,A
5248.0,0.056229,0.486028,0.10404,-0.053338,0.261718,-0.806282,0.069175,-0.308007,-0.185368,-0.648264,G
5249.0,0.031541,0.140576,0.399221,-0.817372,0.261718,-0.972381,0.182426,1.394394,0.905984,-0.842279,H
5250.0,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,1.643684,0.182426,-0.395978,-0.684271,1.511823,D
5251.0,-0.32643,-0.157769,0.424116,1.924954,0.17234,1.186911,1.088436,0.494626,0.999528,0.544278,X
5252.0,-0.22768,0.085618,0.239183,-0.523467,0.261718,0.480988,0.371178,-0.10931,0.282354,0.346321,E
5253.0,0.364825,-0.149918,0.107596,-1.108143,0.17234,0.231839,0.937434,1.089242,0.126447,-0.179801,A
5254.0,-0.141273,-0.244132,0.249852,0.593729,0.261718,-0.224934,0.295677,0.681693,0.282354,-0.244694,F
5255.0,0.068573,0.533135,0.488131,0.255665,-0.632064,0.854712,1.088436,0.232538,0.064084,0.281211,A
5256.0,0.167323,0.690159,-0.08445,-0.009059,0.261718,1.103861,0.333428,-0.912137,-0.372457,0.92733,F
5257.0,-0.017834,-0.22843,0.37077,1.293671,0.17234,1.477585,0.408929,1.068274,2.090879,1.238002,X
5258.0,0.192011,-0.369751,0.278304,-0.659618,0.261718,-0.01731,0.257927,-0.752989,-0.029461,-0.040975,F
5259.0,0.130292,0.062064,0.505913,0.417148,-1.168333,-0.058835,0.257927,0.314781,0.469443,-0.073077,E
5260.0,-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.349509,0.106925,1.735018,0.095265,-0.252843,A
5261.0,-0.042522,0.140576,0.089814,0.07231,0.261718,0.730137,-0.459331,-2.505986,-1.370264,1.132037,A
5262.0,0.043885,0.030659,0.537921,-2.244735,0.261718,-1.844403,0.295677,-2.238131,-0.996086,-1.694348,E
5263.0,0.068573,-0.181323,-3.210528,-0.294311,-1.168333,1.103861,0.786433,0.014192,-0.278912,0.653992,F
5264.0,-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.806282,-1.667344,0.616361,0.937165,0.394155,Y
5265.0,-0.06721,-0.157769,-3.210528,-2.154594,-1.79398,-3.422347,-2.837607,-0.771666,-2.399252,-3.980338,C
5266.0,0.710453,-0.102811,0.157386,1.199979,0.976743,-0.847807,-1.554093,0.962829,1.436069,0.274798,I
5267.0,0.019197,0.289748,-0.116457,1.524856,-0.542686,1.311485,0.597681,1.10427,0.344717,0.944291,F
5268.0,0.192011,-0.251983,0.33165,0.296423,0.261718,-0.307984,-0.157328,0.431875,0.375899,-0.070739,A
5269.0,-0.32643,0.321153,0.285416,-1.944952,-0.900198,-2.924049,-0.119577,0.734309,1.872609,-2.52139,D
5270.0,0.241386,0.23479,0.310311,-1.710992,0.261718,0.688613,1.201687,-1.465456,-1.120812,0.070342,H
5271.0,0.266074,-0.16562,0.32098,0.483299,0.17234,-0.01731,0.106925,0.709788,-0.060642,0.051765,A
5272.0,-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.391033,0.484429,1.941676,-1.900349,-0.489727,A
5273.0,-0.252367,-0.149918,0.313868,-0.243616,0.261718,1.43606,0.182426,-0.132317,0.032902,1.313347,A
5274.0,0.006853,-0.181323,0.388552,0.301377,-0.095795,0.273364,0.371178,0.011687,0.095265,0.16125,A
5275.0,-0.079554,0.250492,0.388552,-0.002584,0.082961,-1.055431,0.144676,1.113939,1.498432,-0.916647,E
5276.0,0.698109,-0.306942,-0.03466,0.062642,0.976743,0.854712,-1.138838,-0.982556,0.656532,1.751454,I
5277.0,-0.141273,-0.244132,0.249852,0.593729,0.261718,0.231839,0.106925,0.460028,0.064084,0.271349,F
5278.0,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.979286,0.371178,0.487112,1.373706,0.802848,X
5279.0,-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.141884,0.55993,-2.758406,-2.243345,-0.306416,A
5280.0,-0.091897,-0.071406,0.537921,-1.178561,0.261718,1.062336,0.182426,1.796449,1.373706,1.00652,E
5281.0,-3.498799,0.517433,0.374326,-2.368622,-4.922215,-0.10036,0.748682,-2.507598,-1.463808,-0.36656,F
5282.0,-0.116585,-0.079257,0.381439,1.540879,0.17234,0.190314,0.031425,1.149721,1.934972,0.280451,X
5283.0,0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.141884,-3.10186,0.151614,0.064084,-1.702798,A
5284.0,0.031541,-0.040001,0.175168,-0.107256,0.261718,0.439463,0.484429,-0.363457,0.157628,0.250796,F
5285.0,0.019197,0.619498,0.032912,-0.18385,0.261718,-1.013906,0.597681,-0.42514,-0.559546,-1.090338,G
5286.0,0.105604,-0.251983,0.466793,0.287084,0.261718,0.273364,0.106925,-0.460379,-0.746634,0.315002,A
5287.0,0.006853,0.164129,0.125378,0.58451,0.261718,1.26996,-0.119577,-0.530119,-0.310094,1.373815,A
5288.0,-0.091897,-0.189174,0.345875,0.235912,0.261718,0.356414,0.52218,0.74225,0.62535,0.169242,A
5289.0,0.09326,0.054213,0.374326,0.378926,0.261718,-0.349509,0.52218,0.844822,-0.060642,-0.484386,H
5290.0,0.204355,-0.448263,0.349432,0.689659,0.261718,-0.01731,0.333428,0.300783,-0.310094,-0.07268,A
5291.0,-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.771662,0.106925,0.774519,0.781258,0.758859,E
5292.0,0.340137,-0.29909,0.719297,-0.434818,0.17234,-0.432558,0.408929,-0.265332,0.001721,-0.478419,D
5293.0,-0.079554,0.187683,-0.070224,0.211236,0.261718,0.522513,0.257927,-0.141733,-0.466001,0.465691,A
5294.0,-0.128929,-0.283388,0.488131,0.833628,0.797987,-0.515608,-0.874585,0.75157,1.872609,0.165662,Y
5295.0,-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.474083,1.050686,-2.143112,-1.71326,-0.823063,A
5296.0,0.364825,-0.000745,-0.052442,1.293223,0.976743,0.771662,-1.32759,0.223859,0.656532,1.801978,I
5297.0,-0.116585,0.281897,0.175168,-0.15249,0.261718,-0.01731,-2.724356,-0.671094,0.375899,-1.606418,E
